Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MA20,MA50,Daily Return,Volatility (20D)
2025-05-14 00:00:00+01:00,1.9450000524520874,1.9450000524520874,1.9450000524520874,1.9450000524520874,0,0.0,0.0,0.0,,,,
2025-05-30 00:00:00+01:00,1.9570000171661377,1.9570000171661377,1.9570000171661377,1.9570000171661377,0,0.0,0.0,0.0,,,0.006169647501511166,
2025-06-16 00:00:00+01:00,1.9550000429153442,1.9550000429153442,1.9550000429153442,1.9550000429153442,0,0.01,0.0,0.0,,,-0.0010219592402914701,
2025-06-30 00:00:00+01:00,1.9630000591278076,1.9630000591278076,1.9630000591278076,1.9630000591278076,0,0.0,0.0,0.0,,,0.004092079814245642,
2025-07-14 00:00:00+01:00,1.972000002861023,1.972000002861023,1.972000002861023,1.972000002861023,0,0.0,0.0,0.0,,,0.004584790352586188,
2025-07-31 00:00:00+01:00,1.9819999933242798,1.9819999933242798,1.9819999933242798,1.9819999933242798,0,0.0,0.0,0.0,,,0.0050709890713735994,
2025-09-15 00:00:00+01:00,1.9930000305175781,1.9930000305175781,1.9930000305175781,1.9930000305175781,0,0.0,0.0,0.0,,,0.005549968330145427,
2025-10-14 00:00:00+01:00,2.0160000324249268,2.0160000324249268,2.0160000324249268,2.0160000324249268,0,0.0,0.0,0.0,,,0.011540392150107381,
2025-10-31 00:00:00+00:00,2.0250000953674316,2.0250000953674316,2.0250000953674316,2.0250000953674316,0,0.0,0.0,0.0,,,0.0044643168639630915,
